customerID,gender,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1658-TJVOA,Female,Yes,Electronic check,74.1,450.9,No
0953-LGOVU,Male,No,Mailed check,35.5,432.25,No
2115-BFTIW,Male,No,Mailed check,70.95,1767.35,Yes
4692-NNQRU,Female,No,Electronic check,79.2,1742.45,No
7742-MYPGI,Female,Yes,Mailed check,48.8,297.35,No
0611-DFXKO,Male,Yes,Mailed check,89,1820.45,Yes
7780-OTDSO,Male,Yes,Electronic check,99.4,1742.95,Yes
9619-GSATL,Female,No,Electronic check,55.45,2444.25,No
5622-UEJFI,Female,Yes,Credit card (automatic),25.4,949.8,No
9747-DDZOS,Female,No,Bank transfer (automatic),73.5,73.5,Yes
0674-DGMAQ,Male,Yes,Electronic check,93.5,2970.8,No
6203-HBZPA,Male,No,Credit card (automatic),63.9,3334.95,No
0484-FFVBJ,Male,Yes,Bank transfer (automatic),64.85,2010.95,No
0301-FIDRB,Female,Yes,Bank transfer (automatic),63.8,4684.3,No
4139-JPIAM,Male,Yes,Credit card (automatic),44.45,2181.55,No
2181-TIDSV,Male,Yes,Bank transfer (automatic),19.95,1303.25,No
2761-XECQW,Male,Yes,Mailed check,43.35,371.4,No
1936-CZAKF,Male,No,Credit card (automatic),49.65,2409.9,No
9453-PATOS,Female,No,Mailed check,85.1,6155.4,No
0564-JJHGS,Male,Yes,Electronic check,95.5,829.1,Yes
3348-CFRNX,Female,Yes,Mailed check,92.35,2602.9,Yes
4402-FTBXC,Male,No,Mailed check,89.8,4667,No
1428-GTBJJ,Male,Yes,Electronic check,74.55,824.75,Yes
2931-XIQBR,Female,No,Mailed check,103.05,5153.5,No
0106-UGRDO,Female,Yes,Electronic check,116,8182.85,No
5542-TBBWB,Male,Yes,Electronic check,69.9,69.9,No
1930-QPBVZ,Male,No,Bank transfer (automatic),95.1,6683.4,No
2606-PKWJB,Male,No,Mailed check,40.25,1564.05,No
5322-ZSMZY,Male,No,Mailed check,25.75,755.6,No
8059-UDZFY,Female,Yes,Bank transfer (automatic),105.35,3465.05,No
7740-BTPUX,Male,Yes,Electronic check,113.6,6292.7,No
5220-AGAAX,Male,Yes,Bank transfer (automatic),24,1664.3,No
0208-BPQEJ,Female,No,Bank transfer (automatic),19.4,198.1,No
9435-JMLSX,Male,Yes,Bank transfer (automatic),86.1,6045.9,No
3352-ALMCK,Male,Yes,Mailed check,102.65,4108.15,No
5312-IRCFR,Female,Yes,Electronic check,92.85,5980.75,No
5294-IMHHT,Male,No,Bank transfer (automatic),97.75,5043.2,No
8802-UNOJF,Male,Yes,Mailed check,83.8,1029.75,Yes
6313-GIDIT,Male,Yes,Electronic check,54.45,2854.55,Yes
6176-YJWAS,Male,Yes,Credit card (automatic),97.95,7114.25,No
5310-NOOVA,Male,No,Electronic check,19.95,907.05,No
4526-EXKKN,Male,Yes,Mailed check,24.6,973.95,No
5311-IHLEI,Male,Yes,Bank transfer (automatic),50.95,605.75,No
3987-KQDDU,Male,No,Electronic check,75.6,661.55,No
3404-JNXAX,Female,Yes,Electronic check,80.75,4116.9,No
5131-PONJI,Male,Yes,Credit card (automatic),90.4,4494.65,No
2845-AFFTX,Male,Yes,Electronic check,99.8,4259.3,Yes
3489-VSFRD,Female,Yes,Credit card (automatic),60.25,3282.75,No
3345-JHUEO,Male,Yes,Electronic check,20.2,55.7,No
5815-HGGHV,Male,Yes,Mailed check,64.15,1274.45,No
5260-UMPWX,Female,Yes,Credit card (automatic),20.25,493.95,No
2249-YPRNG,Female,Yes,Bank transfer (automatic),105.85,2239.65,Yes
7410-YTJIK,Female,No,Mailed check,75.45,480.75,Yes
4626-GYCZP,Male,Yes,Electronic check,93.85,635.6,Yes
5649-RXQTV,Male,Yes,Electronic check,99,5038.15,No
2674-MIAHT,Female,Yes,Mailed check,80.3,324.2,No
2576-HXMPA,Female,No,Credit card (automatic),19.55,19.55,No
7587-AOVVU,Male,No,Electronic check,100.75,2793.55,No
5590-BYNII,Male,Yes,Electronic check,100.75,2095,Yes
6898-MDLZW,Male,Yes,Mailed check,53.75,648.65,No
3237-AJGEH,Female,Yes,Mailed check,31,95.05,Yes
4707-YNOQA,Female,Yes,Credit card (automatic),25.6,917.15,No
9357-UJRUN,Male,Yes,Electronic check,58.35,1346.9,No
1591-NFNLQ,Male,No,Credit card (automatic),80,4242.35,Yes
8648-PFRMP,Female,Yes,Electronic check,46.35,672.7,No
7663-CUXZB,Male,No,Electronic check,113.75,6561.25,No
0258-NOKBL,Male,No,Electronic check,90.4,268.45,No
1163-VIPRI,Female,No,Electronic check,109.3,7337.55,No
2815-CPTUL,Male,Yes,Mailed check,70.25,331.9,Yes
9348-ROUAI,Female,No,Credit card (automatic),90.3,5194.05,No
9443-JUBUO,Male,Yes,Credit card (automatic),65.25,4478.85,No
0596-BQCEQ,Female,Yes,Electronic check,100.15,6283.3,Yes
1481-ZUWZA,Male,Yes,Credit card (automatic),94.5,2659.4,Yes
3043-TYBNO,Male,No,Mailed check,60.65,196.9,No
4830-FAXFM,Male,Yes,Credit card (automatic),24.1,439.2,No
5906-BFOZT,Male,Yes,Mailed check,19.5,19.5,No
2960-NKRSO,Male,Yes,Electronic check,85.95,2107.15,No
8996-ZROXE,Male,Yes,Electronic check,53.5,3035.8,No
5598-IKHQQ,Female,No,Credit card (automatic),25.45,1866.45,No
0397-ZXWQF,Male,No,Bank transfer (automatic),20.5,1430.95,No
5266-PFRQK,Male,Yes,Credit card (automatic),20.85,1071.6,No
4674-HGNUA,Male,No,Credit card (automatic),89.9,6457.15,No
6765-MBQNU,Female,No,Mailed check,26,684.05,No
9786-IJYDL,Female,Yes,Mailed check,113.2,3914.05,No
1303-SRDOK,Female,Yes,Credit card (automatic),69.05,3842.6,No
3769-MHZNV,Female,No,Mailed check,20.1,670.35,No
6295-OSINB,Male,Yes,Electronic check,109.65,7880.25,No
3308-MHOOC,Male,Yes,Mailed check,19.2,19.2,No
2309-OSFEU,Male,Yes,Mailed check,33.9,298.45,Yes
2207-QPJED,Female,No,Electronic check,90,3371.75,No
4177-JPDFU,Male,No,Mailed check,34,442.45,No
2239-CFOUJ,Male,No,Mailed check,20.4,20.4,No
8046-DNVTL,Male,Yes,Credit card (automatic),38.6,2345.55,No
2209-XADXF,Female,No,Bank transfer (automatic),25.25,25.25,No
6620-JDYNW,Female,Yes,Mailed check,60.6,1156.35,No
1891-FZYSA,Male,Yes,Electronic check,89.95,6143.15,Yes
4770-UEZOX,Male,Yes,Electronic check,74.75,144.8,No
1038-RQOST,Male,No,Mailed check,20.6,414.95,No
7613-LLQFO,Male,Yes,Electronic check,84.45,1059.55,Yes
4568-TTZRT,Male,No,Mailed check,20.4,181.8,No
9513-DXHDA,Male,No,Electronic check,81.7,2212.55,No
2640-PMGFL,Male,Yes,Electronic check,79.5,2180.55,Yes
3801-HMYNL,Male,No,Mailed check,89.15,89.15,Yes
0516-QREYC,Female,Yes,Mailed check,20.3,459.95,No
9685-WKZGT,Male,Yes,Electronic check,74.95,1036.75,Yes
6022-UGGSO,Female,Yes,Electronic check,74.4,2276.95,Yes
8084-OIVBS,Female,No,Mailed check,20,211.95,No
8896-BQTTI,Male,Yes,Mailed check,25,25,No
3865-QBWSJ,Male,Yes,Mailed check,80.45,3162.65,No
3352-RICWQ,Female,No,Mailed check,19.75,210.65,No
2160-GPFXD,Male,Yes,Credit card (automatic),65.65,3566.7,No
2065-MMKGR,Female,Yes,Credit card (automatic),71,2080.1,No
5857-TYBCJ,Male,Yes,Electronic check,89.2,4040.2,No
1498-NHTLT,Male,Yes,Electronic check,86.75,5186,No
4484-CGXFK,Female,Yes,Electronic check,55.3,196.15,Yes
1402-PTHGN,Female,Yes,Mailed check,61.5,1087.45,No
4176-RELJR,Male,No,Credit card (automatic),25.1,1672.15,No
6214-EDAKZ,Female,No,Electronic check,55.15,1206.05,Yes
5199-FPUSP,Male,No,Credit card (automatic),34.05,1113.95,No
6377-KSLXC,Male,No,Mailed check,19.95,107.05,No
1796-JANOW,Female,No,Mailed check,19.95,38.15,No
0238-WHBIQ,Male,No,Credit card (automatic),89.7,6339.3,No
8735-NBLWT,Male,No,Mailed check,20.4,184.1,No
6651-RLGGM,Male,No,Mailed check,26.3,1688.9,No
6127-ISGTU,Female,Yes,Electronic check,84.95,1378.25,Yes
1614-JBEBI,Female,Yes,Mailed check,20.7,137.6,No
8740-XLHDR,Male,Yes,Mailed check,43.25,219,Yes
1208-DNHLN,Male,Yes,Credit card (automatic),48.35,1067.15,Yes
1761-AEZZR,Male,Yes,Electronic check,79.55,79.55,Yes
3923-CSIHK,Female,Yes,Electronic check,71.05,3444.85,Yes
5696-EXCYS,Male,No,Credit card (automatic),19.45,369.05,No
5795-KTGUD,Female,Yes,Bank transfer (automatic),110.8,7553.6,No
7120-RFMVS,Male,No,Electronic check,84.5,84.5,Yes
7924-GJZFI,Female,Yes,Electronic check,69.3,1813.1,No
4702-HDRKD,Male,Yes,Bank transfer (automatic),49.35,3321.35,No
8512-WIWYV,Male,No,Credit card (automatic),20.35,707.5,No
5897-ZYEKH,Female,Yes,Electronic check,105.6,7112.15,No
5456-ITGIC,Male,Yes,Credit card (automatic),64.45,4641.1,No
7317-GGVPB,Male,Yes,Credit card (automatic),108.6,7690.9,Yes
1406-PUQVY,Male,Yes,Electronic check,49.9,49.9,No
1322-AGOQM,Male,No,Bank transfer (automatic),30.3,1380.1,Yes
3677-IYRBF,Female,Yes,Electronic check,30.4,78.65,Yes
5692-FPTAH,Female,Yes,Mailed check,45.4,45.4,Yes
9114-AAFQH,Female,Yes,Electronic check,65.65,3094.65,No
8715-KKTFG,Female,Yes,Bank transfer (automatic),103.3,6518.35,No
1550-LOAHA,Female,No,Bank transfer (automatic),84.15,2585.95,Yes
1728-BQDMA,Female,No,Electronic check,44.45,82.7,No
0268-QKIWO,Female,No,Electronic check,19.75,58.85,Yes
0876-WDUUZ,Female,Yes,Credit card (automatic),85.4,425.9,Yes
5117-ZSMHQ,Female,No,Bank transfer (automatic),89.9,6342.7,No
5151-HQRDG,Male,Yes,Mailed check,55.05,2030.75,No
0960-HUWBM,Male,Yes,Bank transfer (automatic),104.1,6700.05,No
6465-GSRCL,Female,Yes,Bank transfer (automatic),106.6,7244.7,No
0617-FHSGK,Male,No,Credit card (automatic),75.2,3678.3,Yes
0263-FJTQO,Male,Yes,Credit card (automatic),70.5,3486.65,No
7319-ZNRTR,Male,No,Electronic check,19.6,411.15,No
2858-MOFSQ,Female,Yes,Mailed check,55.85,937.5,Yes
7503-EPSZW,Female,Yes,Mailed check,24.05,1559.15,No
7089-XXAYG,Male,Yes,Credit card (automatic),38.1,970.4,No
8118-LSUEL,Male,Yes,Electronic check,106.4,2483.5,Yes
8070-AAWZP,Male,No,Mailed check,34.25,828.2,No
1666-JXLKU,Female,Yes,Electronic check,100.05,3810.55,No
7855-DIWPO,Female,Yes,Electronic check,68.65,1493.2,No
5133-POWUA,Male,Yes,Mailed check,45.8,45.8,No
5652-MSDEY,Female,Yes,Mailed check,75.75,777.3,No
7005-CCBKV,Male,Yes,Electronic check,84.4,556.35,Yes
1810-BOHSY,Male,Yes,Credit card (automatic),96.4,4911.05,No
1784-BXEFA,Female,Yes,Mailed check,20.55,187.35,No
7351-MHQVU,Female,No,Credit card (automatic),50.95,307.6,No
9224-VTYID,Male,Yes,Mailed check,90.5,4318.35,No
9500-IWPXQ,Female,Yes,Electronic check,79.4,4820.55,No
5762-TJXGK,Female,Yes,Bank transfer (automatic),58.75,3038.55,No
4504-YOULA,Female,Yes,Credit card (automatic),59.45,2136.9,No
5569-IDSEY,Male,Yes,Bank transfer (automatic),105.7,7472.15,No
4250-FDVOU,Female,No,Electronic check,56.25,389.1,Yes
7284-ZZLOH,Male,No,Credit card (automatic),53.3,2296.25,No
5277-ZLOOR,Female,Yes,Electronic check,85.55,187.45,Yes
2141-RRYGO,Female,Yes,Bank transfer (automatic),68.65,261.25,Yes
1777-JYQPJ,Male,No,Mailed check,24.3,38.45,No
6376-GAHQE,Male,No,Electronic check,77.85,299.2,Yes
3401-URHDA,Male,No,Credit card (automatic),59.9,3043.6,No
1599-EAHXY,Male,No,Credit card (automatic),23.95,1506.4,No
8631-XVRZL,Male,Yes,Mailed check,20.15,163.7,No
5052-PNLOS,Male,Yes,Bank transfer (automatic),105.35,323.25,Yes
3853-LYGAM,Male,Yes,Bank transfer (automatic),95.65,1640,No
6979-ZNSFF,Female,Yes,Electronic check,87.05,762.1,Yes
5751-USDBL,Male,No,Mailed check,81,3846.35,No
5680-LQOGP,Female,Yes,Credit card (automatic),82.45,5646.6,No
2386-LAHRK,Male,Yes,Mailed check,53.5,53.5,Yes
8189-DUKMV,Female,No,Bank transfer (automatic),20.5,79.05,No
6032-IGALN,Female,Yes,Mailed check,25.1,25.1,Yes
9931-DCEZH,Male,Yes,Credit card (automatic),54.4,1516.6,No
1898-JSNDC,Female,Yes,Credit card (automatic),58.6,2224.5,No
0315-LVCRK,Male,No,Electronic check,84.8,888.75,No
3911-RSNHI,Female,Yes,Credit card (automatic),61.4,4310.35,No
2410-CIYFZ,Male,No,Mailed check,20.4,42.9,No
4248-HCETZ,Male,Yes,Mailed check,79.65,2365.15,Yes
5505-OVWQW,Female,No,Mailed check,20.15,353.65,No
7271-AJDTL,Female,Yes,Credit card (automatic),94.45,5073.1,No
1867-TJHTS,Female,Yes,Bank transfer (automatic),79.8,4526.85,No
0516-WJVXC,Female,No,Electronic check,54.2,308.25,Yes
9174-FKWZE,Female,Yes,Electronic check,19.45,19.45,Yes
6860-YRJZP,Male,Yes,Electronic check,74.05,678.45,No
4429-WYGFR,Male,No,Bank transfer (automatic),49.15,1237.3,No
2817-LVCPP,Female,No,Credit card (automatic),19.4,1023.95,No
5038-ETMLM,Female,Yes,Bank transfer (automatic),113.65,8182.75,No
5056-FIMPT,Female,Yes,Credit card (automatic),106,4532.3,No
4521-WFJAI,Male,Yes,Bank transfer (automatic),25.95,1444.05,No
6569-KTMDU,Female,No,Mailed check,19.1,19.1,No
8809-RIHDD,Male,Yes,Electronic check,103.4,7372.65,Yes
8809-XKHMD,Male,Yes,Bank transfer (automatic),100.55,7325.1,No
0396-YCHWO,Male,Yes,Electronic check,95.4,3474.2,No
0867-LDTTC,Male,No,Bank transfer (automatic),75.15,392.65,No
4822-NGOCH,Female,Yes,Electronic check,84.45,1058.6,Yes
9391-DXGGG,Female,No,Credit card (automatic),89.15,3990.75,No
9844-FELAJ,Female,Yes,Electronic check,107.9,7475.85,No
2122-SZZZD,Male,No,Credit card (automatic),19.5,835.5,No
5307-DZCVC,Female,Yes,Credit card (automatic),85.95,2628.6,Yes
3148-AOIQT,Female,Yes,Credit card (automatic),24.95,1718.35,No
8679-JOEVF,Female,No,Electronic check,59.4,1023.9,Yes
8395-ETZKQ,Male,No,Bank transfer (automatic),19.5,1193.55,No
6692-YQHXC,Male,Yes,Credit card (automatic),69.95,1205.5,No
3889-VWBID,Male,No,Bank transfer (automatic),82.85,5776.45,No
5222-JCXZT,Male,No,Mailed check,19,78.9,No
9754-CLVZW,Female,No,Credit card (automatic),38.85,1025.15,No
1432-FPAXX,Female,Yes,Electronic check,30.6,856.35,Yes
2739-CCZMB,Male,No,Credit card (automatic),20.35,122,No
7080-TNUWP,Male,Yes,Bank transfer (automatic),95,6602.9,No
0496-AHOOK,Male,No,Bank transfer (automatic),74.4,1712.9,No
8336-TAVKX,Female,No,Bank transfer (automatic),78.45,5682.25,No
2468-SJFLM,Male,Yes,Mailed check,74.3,74.3,No
3181-VTHOE,Male,Yes,Bank transfer (automatic),51.05,3635.15,No
7168-HDQHG,Female,No,Bank transfer (automatic),19.2,702.9,No
4803-AXVYP,Female,Yes,Electronic check,99.55,3734.25,Yes
3884-HCSWG,Female,Yes,Electronic check,70,1144.5,Yes
4567-AKPIA,Female,Yes,Bank transfer (automatic),109.1,4454.25,No
5077-DXTCG,Female,Yes,Electronic check,45.3,45.3,Yes
1142-WACZW,Male,No,Bank transfer (automatic),29.85,75.6,Yes
7901-HXJVA,Male,No,Electronic check,76.45,1117.55,No
5649-ANRML,Male,Yes,Credit card (automatic),95.1,180.25,Yes
4892-VLANZ,Male,No,Mailed check,19.8,19.8,Yes
5924-IFQTT,Male,Yes,Electronic check,72.8,930.05,No
7968-QUXNS,Male,No,Mailed check,18.95,110.15,No
2919-HBCJO,Female,Yes,Bank transfer (automatic),76.65,333.6,Yes
4236-XPXAV,Female,Yes,Mailed check,99.15,465.05,Yes
8903-WMRNW,Female,No,Electronic check,101.75,1669.4,No
2452-SNHFZ,Female,No,Credit card (automatic),75.45,3545.1,No
3629-WEAAM,Female,No,Mailed check,64.1,504.05,No
6029-CSMJE,Male,Yes,Mailed check,25.65,440.2,No
7993-NQLJE,Male,No,Mailed check,75.1,1151.55,No
9909-DFRJA,Female,Yes,Bank transfer (automatic),95.85,2475.35,No
9099-FTUHS,Female,No,Electronic check,54.4,1249.25,No
0581-BXBUB,Female,No,Electronic check,72.75,317.75,No
4962-CHQPW,Male,No,Mailed check,19.85,535.05,No
9467-ROOLM,Female,No,Mailed check,19.05,461.3,No
3030-YZADT,Male,No,Mailed check,44.95,431,Yes
7410-KTVFV,Male,Yes,Mailed check,49.55,878.35,Yes
5150-ITWWB,Male,Yes,Electronic check,94.85,335.75,No
2253-KPMNB,Female,No,Bank transfer (automatic),46.25,3121.4,No
1345-ZUKID,Male,No,Mailed check,19.35,324.8,No
6429-SHBCB,Male,No,Mailed check,69.6,1394.55,No
9281-OFDMF,Male,No,Electronic check,90.7,3413.25,No
2603-HVKCG,Male,Yes,Electronic check,101.4,3143.65,No
1834-WULEG,Male,No,Mailed check,20.25,439.75,No
9097-ZUBYC,Male,No,Bank transfer (automatic),48.8,664.4,No
5148-ORICT,Female,Yes,Mailed check,74.35,4759.55,No
4893-GYUJU,Female,Yes,Mailed check,19.35,1033,No
4578-PHJYZ,Male,Yes,Electronic check,68.75,3482.85,No
7272-QDCKA,Male,No,Electronic check,100.2,2688.45,No
8908-SLFCJ,Female,Yes,Credit card (automatic),20.85,435.25,No
8393-DLHGA,Male,Yes,Electronic check,95.9,2448.75,Yes
9766-HGEDE,Female,No,Mailed check,19.35,307,No
6968-MHOMU,Male,Yes,Credit card (automatic),45,2689.35,No
7395-IGJOS,Male,No,Bank transfer (automatic),81.5,1329.2,Yes
5044-XDPYX,Female,No,Mailed check,25.5,1281.25,No
1814-WFGVS,Male,No,Mailed check,48.9,3527,No
2834-SPCJV,Male,No,Electronic check,84.1,4348.65,Yes
3721-WKIIL,Female,Yes,Mailed check,19.6,561.15,No
6734-CKRSM,Female,No,Mailed check,20,63.6,No
1265-ZFOSD,Female,Yes,Mailed check,81.3,5129.3,No
6568-POCUI,Female,Yes,Credit card (automatic),95.2,4285.8,No
7890-VYYWG,Male,Yes,Mailed check,36.45,93.7,Yes
5197-LQXXH,Female,Yes,Credit card (automatic),83.3,5894.5,No
9907-SWKKF,Female,No,Mailed check,25.05,25.05,Yes
3457-PQBYH,Female,No,Credit card (automatic),20.3,1160.75,No
7682-AZNDK,Male,Yes,Electronic check,89.85,3091.75,No
0587-DMGBH,Female,Yes,Electronic check,49.85,365.55,Yes
5384-ZTTWP,Female,No,Mailed check,19.8,272.95,No
3745-HRPHI,Male,No,Bank transfer (automatic),54.65,3632,No
7636-OWBPG,Male,Yes,Credit card (automatic),29.35,381.2,No
1231-YNDEK,Male,Yes,Bank transfer (automatic),19.15,1035.5,No
1407-DIGZV,Female,No,Mailed check,19.1,52,No
6397-JNZZG,Female,No,Credit card (automatic),55.55,2342.2,Yes
0570-BFQHT,Female,No,Electronic check,80.55,653.9,No
4393-OBCRR,Female,No,Mailed check,20.25,71.2,No
3523-QRQLL,Female,Yes,Bank transfer (automatic),69.5,1498.2,Yes
8564-LDKFL,Male,Yes,Bank transfer (automatic),106,4178.65,No
3696-DFHHB,Female,No,Bank transfer (automatic),25.5,1821.8,No
0895-DQHEW,Male,Yes,Electronic check,104.3,5278.15,Yes
4717-GHADL,Female,Yes,Mailed check,79.6,4024.2,No
5501-TVMGM,Male,Yes,Electronic check,55.25,55.25,No
5879-HMFFH,Female,No,Bank transfer (automatic),88.05,6520.8,No
6772-WFQRD,Male,Yes,Bank transfer (automatic),20.4,854.9,No
3810-DVDQQ,Female,Yes,Bank transfer (automatic),117.6,8308.9,No
6972-SNKKW,Female,No,Mailed check,20,109.2,No
3694-GLTJM,Female,Yes,Credit card (automatic),19.65,92.05,No
8550-XSXUQ,Male,Yes,Credit card (automatic),70.55,3420.5,No
8149-RSOUN,Female,Yes,Electronic check,93.85,93.85,Yes
9055-MOJJJ,Female,No,Mailed check,65.8,4068,No
4359-INNWN,Female,No,Credit card (automatic),20.05,337.9,No
0585-EGDDA,Male,Yes,Electronic check,80,3168.75,No
4032-RMHCI,Female,No,Credit card (automatic),35.4,1412.4,No
0549-CYCQN,Male,Yes,Bank transfer (automatic),79.6,3974.7,No
3481-JHUZH,Male,Yes,Electronic check,80.25,3439,No
7250-EQKIY,Female,No,Mailed check,50.45,50.45,Yes
3594-IVHJZ,Female,Yes,Mailed check,20.45,42.45,No
6869-FGJJC,Male,No,Credit card (automatic),79.6,5461.45,No
3896-ZVNET,Female,No,Mailed check,24.7,571.75,No
8205-VSLRB,Male,No,Credit card (automatic),77.3,5498.2,No
5960-MVTUK,Male,Yes,Electronic check,29.75,96.85,No
6817-WTYHE,Male,No,Bank transfer (automatic),44.9,111.05,No
3082-VQXNH,Male,No,Credit card (automatic),29.8,94.4,No
4013-UBXWQ,Female,Yes,Electronic check,74.65,521.1,Yes
4931-TRZWN,Female,Yes,Electronic check,71.95,923.85,No
0750-EKNGL,Male,No,Mailed check,20.75,141.1,No
7669-LCRSD,Male,Yes,Mailed check,56.3,628.65,No
3567-PQTSO,Male,Yes,Electronic check,105.25,5576.3,No
5519-NPHVG,Female,Yes,Electronic check,94.2,1046.1,Yes
8043-PNYSD,Male,No,Mailed check,19.55,1245.6,No
9938-EKRGF,Female,No,Mailed check,84.45,1287.85,No
2703-AMTUL,Male,No,Mailed check,53.65,1939.35,No
0928-JMXNP,Male,Yes,Electronic check,29.9,118.25,No
8173-RXAYP,Female,No,Mailed check,19.7,452.55,No
4825-XJGDM,Female,No,Credit card (automatic),43.7,2696.55,No
5402-HTOTQ,Male,No,Electronic check,55.3,875.35,No
6734-JDTTV,Male,Yes,Credit card (automatic),19.85,1267.05,No
7850-THJMU,Female,No,Credit card (automatic),19.65,494.9,No
3890-RTCMS,Male,Yes,Mailed check,49.45,799,No
8849-GYOKR,Female,No,Bank transfer (automatic),106.55,5763.3,Yes
3148-BLQJT,Male,No,Mailed check,20.1,20.1,Yes
3717-FDJFU,Male,No,Mailed check,20.45,106.9,No
3665-JATSN,Female,Yes,Electronic check,39.7,710.05,No
7966-YOTQW,Male,Yes,Credit card (automatic),54.5,568.2,No
0461-CVKMU,Female,No,Electronic check,83.8,1900.25,Yes
8806-EAGWC,Male,No,Mailed check,55.15,159.15,Yes
8853-TZDGH,Female,Yes,Bank transfer (automatic),111.6,8012.75,No
7779-LGOVN,Male,Yes,Electronic check,86.65,856.65,Yes
4324-BZCKL,Female,Yes,Mailed check,55.55,551.3,No
6924-TDGMT,Male,Yes,Mailed check,20.55,184.95,No
9710-ZUSHQ,Female,Yes,Bank transfer (automatic),106.75,4056.75,Yes
1536-YHDOE,Male,Yes,Mailed check,62.1,1096.65,No
8123-QBNAZ,Female,Yes,Credit card (automatic),104.5,3684.95,No
3629-ZNKXA,Male,Yes,Electronic check,101.8,1752.45,No
4827-LTQRJ,Female,Yes,Credit card (automatic),110.6,7210.85,No
7711-YIJWC,Male,No,Bank transfer (automatic),84.9,5264.5,No
5482-VXSXJ,Male,Yes,Mailed check,93.2,2157.3,No
7365-BVCJH,Male,Yes,Electronic check,24.4,24.4,No
9620-ENEJV,Female,No,Credit card (automatic),70.55,433.95,No
4183-WCSEP,Male,Yes,Electronic check,78.45,2435.15,Yes
2378-YIZKA,Female,Yes,Credit card (automatic),85,5607.75,No
5498-TXHLF,Female,No,Electronic check,87.45,2874.15,Yes
0689-DSXGL,Female,No,Bank transfer (automatic),85.8,4433.3,No
6818-DJXAA,Female,Yes,Electronic check,91.1,964.35,No
9722-UJOJR,Male,Yes,Electronic check,70.75,1974.8,Yes
0464-WJTKO,Female,No,Bank transfer (automatic),20.1,1460.85,No
8902-ZEOVF,Male,No,Mailed check,20.05,951.55,No
6778-EICRF,Male,No,Mailed check,74.8,1821.2,No
2662-NNTDK,Male,No,Credit card (automatic),24.8,1600.95,No
4132-KALRO,Female,Yes,Mailed check,100.85,399.25,No
3902-FOIGH,Male,Yes,Electronic check,101.35,1218.55,Yes
6772-KSATR,Male,Yes,Electronic check,81.7,81.7,Yes
7112-OPOTK,Male,No,Electronic check,68.25,2171.15,Yes
2874-YXVVA,Female,Yes,Electronic check,105.1,3634.8,No
1245-HARPS,Female,No,Mailed check,20.4,292.4,No
4210-QFJMF,Female,Yes,Electronic check,79.15,317.25,Yes
4323-ELYYB,Male,No,Mailed check,20,218.55,No
4293-ETKAP,Female,Yes,Bank transfer (automatic),79.4,5071.9,No
6064-PUPMC,Male,No,Credit card (automatic),57.2,1423.35,No
6504-VBLFL,Male,No,Electronic check,58.6,3068.6,No
6322-PJJDJ,Male,Yes,Electronic check,94.8,4690.65,No
0330-BGYZE,Male,No,Bank transfer (automatic),102.5,6157.6,No
1085-LDWAM,Female,Yes,Credit card (automatic),20.35,1442.65,No
7586-ZATGZ,Male,Yes,Electronic check,84.9,3369.05,No
7197-VOJMM,Male,Yes,Credit card (automatic),69.2,4671.65,No
3318-OSATS,Male,Yes,Electronic check,95.45,3474.05,Yes
5828-AVIPD,Male,Yes,Electronic check,100.95,1875.55,Yes
1843-TLSGD,Female,No,Mailed check,20.85,272.35,No
9626-VFRGG,Female,Yes,Bank transfer (automatic),88.5,3645.05,No
7075-BNDVQ,Female,No,Mailed check,35,135.75,No
9143-CANJF,Female,No,Electronic check,55.15,1319.85,No
7284-BUYEC,Female,Yes,Credit card (automatic),50.95,229.4,No
2041-JIJCI,Female,Yes,Electronic check,64,370.25,No
1086-LXKFY,Female,Yes,Mailed check,69.1,69.1,Yes
4900-MSOMT,Female,No,Bank transfer (automatic),80.2,5714.2,No
2229-VWQJH,Female,Yes,Credit card (automatic),49.3,1233.25,No
9194-GFVOI,Female,No,Credit card (automatic),84.35,3571.6,No
1336-EZFZY,Female,No,Mailed check,20.05,83.3,No
4282-MSACW,Male,Yes,Credit card (automatic),117.2,8035.95,No
1403-LKLIK,Female,No,Mailed check,20.1,579.4,No
2636-ALXXZ,Female,Yes,Electronic check,69.6,69.6,Yes
7774-OJSXI,Male,Yes,Electronic check,103.45,3066.45,Yes
7786-WBJYI,Female,No,Bank transfer (automatic),77.95,305.55,Yes
0136-IFMYD,Male,Yes,Electronic check,109.95,7634.25,No
5144-TVGLP,Male,No,Electronic check,94.75,3653,No
9643-AVVWI,Female,Yes,Electronic check,80,241.3,No
0253-ZTEOB,Female,No,Electronic check,79.65,3870.3,No
2706-QZIHY,Female,No,Mailed check,25.2,387.9,No
6061-PQHMK,Female,No,Credit card (automatic),19.9,527.5,No
9885-CSMWE,Female,No,Electronic check,78.45,78.45,Yes
6137-MFAJN,Female,Yes,Electronic check,44.8,2104.55,No
9122-UMROB,Male,No,Mailed check,20.3,20.3,No
4232-JGKIY,Male,No,Electronic check,19.2,19.2,No
2402-TAIRZ,Female,No,Electronic check,80.05,3019.1,No
9659-ZTWSM,Male,Yes,Bank transfer (automatic),107.35,7051.95,No
9139-TWBAS,Female,No,Bank transfer (automatic),47.85,1190.5,No
6685-GBWJZ,Male,No,Credit card (automatic),70.8,4448.8,No
